uid,dataend,datastart,energystarscore,heatingtype,industry,mainheatingtype,numberoffloors,occupants,primaryspaceusage,rating,sqft,sqm,subindustry,timezone,yearbuilt,nickname,primaryspaceuse_abbrev,newweatherfilename,dailymeancons,usagecategory,operationsgroup
UnivDorm_Phillip,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,47007.0,4367.091321,College/University,America/New_York,,Phillip,UnivDorm,weather4.csv,0.217003327614,Intermediate,Group5
UnivDorm_Mitch,2015-04-30 23:00:00,2014-05-01 00:00:00,83.0,,Education,,,,Dormitory,,74584.0,6929.077352,College/University,America/Chicago,,Mitch,UnivDorm,weather3.csv,0.216991565026,Intermediate,Group4
UnivDorm_Casey,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,24103.0,2239.241009,College/University,America/New_York,1964,Casey,UnivDorm,weather2.csv,0.22091372632,Intermediate,Group3
UnivClass_Colette,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Classroom,,40461.0,3758.948283,College/University,America/New_York,2002,Colette,UnivClass,weather2.csv,0.220763029365,Low,Group3
Office_Benthe,2012-12-31 23:00:00,2012-01-01 00:00:00,,,Education,,,,Office,,236242.0,21947.59053,College/University,America/Los_Angeles,1962,Benthe,Office,weather7.csv,0.218513210506,Intermediate,Misc
Office_Gemma,2015-11-30 23:00:00,2014-12-01 00:00:00,,District heating,Government,,7.0,1815.0,Office,E,820241.4717,76203.0,Other Government Buildings,Europe/London,1862-1875,Gemma,Office,weather5.csv,0.221983357067,Intermediate,Misc
UnivDorm_Leticia,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Education,Gas,7.0,,Dormitory,E,102773.7172,9548.0,College/University,Europe/London,1956,Leticia,UnivDorm,weather5.csv,0.222632551402,Intermediate,Group6
Office_Micheal,2015-04-30 23:00:00,2014-05-01 00:00:00,,,Education,,,,Office,,121714.0,11307.59574,College/University,America/Chicago,,Micheal,Office,weather3.csv,0.223019390522,Intermediate,Group4
UnivClass_Abraham,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Classroom,,95717.0,8892.396451,College/University,America/Phoenix,2969,Abraham,UnivClass,weather0.csv,0.224921713451,Low,Group1
UnivDorm_Leslie,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Education,Gas,10.0,,Dormitory,D,66531.6659,6181.0,College/University,Europe/London,1967,Leslie,UnivDorm,weather5.csv,0.226753988399,Intermediate,Group6
UnivDorm_Poppy,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,113000.0,10498.039,College/University,America/New_York,,Poppy,UnivDorm,weather4.csv,0.228180480627,Intermediate,Group5
Office_Corbin,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Office,,40611.0,3772.883733,College/University,America/New_York,1866,Corbin,Office,weather2.csv,0.230671528517,Intermediate,Group3
Office_Aubrey,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Office,,23549.0,2187.772747,College/University,America/Phoenix,1941,Aubrey,Office,weather0.csv,0.229135293024,Intermediate,Group1
Office_Autumn,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Office,,163959.0,15232.28298,College/University,America/Phoenix,2004,Autumn,Office,weather0.csv,0.23013665455,Intermediate,Group1
Office_Abigail,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Office,,9703.0,901.437809,College/University,America/Phoenix,1940,Abigail,Office,weather0.csv,0.234297696196,Intermediate,Group1
Office_Mark,2015-04-30 23:00:00,2014-05-01 00:00:00,,,Education,,,,Office,,96612.0,8975.544636,College/University,America/Chicago,,Mark,Office,weather3.csv,0.231781031356,Intermediate,Group4
UnivDorm_Lysander,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Education,Gas,7.0,,Dormitory,G,102956.7035,9565.0,College/University,Europe/London,1968,Lysander,UnivDorm,weather5.csv,0.23372304612,Intermediate,Group6
UnivClass_Christian,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Classroom,,50567.0,4697.826001,College/University,America/New_York,1880,Christian,UnivClass,weather2.csv,0.235720239724,Intermediate,Group3
UnivClass_Alexandra,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Classroom,,282946.0,26286.53224,College/University,America/Phoenix,2003,Alexandra,UnivClass,weather0.csv,0.233621386958,Intermediate,Group1
UnivLab_Tracie,2013-12-31 23:00:00,2013-01-01 00:00:00,,,Education,,,,College Laboratory,,648094.419,60210.0,College/University,Europe/Zurich,,Tracie,UnivLab,weather8.csv,0.23277976518,Low,Misc
UnivClass_Philip,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Classroom,,30531.0,2836.421493,College/University,America/New_York,,Philip,UnivClass,weather4.csv,0.236961347103,Intermediate,Group5
UnivDorm_Antonio,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,30949.0,2875.254947,College/University,America/Phoenix,1951,Antonio,UnivDorm,weather0.csv,0.238038988775,Intermediate,Group1
UnivDorm_Malcolm,2015-04-30 23:00:00,2014-05-01 00:00:00,45.0,,Education,,,,Dormitory,,174924.0,16250.96437,College/University,America/Chicago,,Malcolm,UnivDorm,weather3.csv,0.237577280627,Intermediate,Group4
Office_Travis,2013-12-31 23:00:00,2013-01-01 00:00:00,,,Education,,,,Office,,99501.4916,9244.0,College/University,Europe/Zurich,,Travis,Office,weather8.csv,0.241111166488,Intermediate,Misc
Office_Lena,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Education,Gas,8.0,,Office,D,31613.5743,2937.0,College/University,Europe/London,1956,Lena,Office,weather5.csv,0.245689110735,Intermediate,Group6
Office_Max,2015-04-30 23:00:00,2014-05-01 00:00:00,,,Education,,,,Office,,71936.0,6683.070208,College/University,America/Chicago,,Max,Office,weather3.csv,0.240384078363,Intermediate,Group4
UnivClass_Allen,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Classroom,,62238.0,5782.096914,College/University,America/Phoenix,1970,Allen,UnivClass,weather0.csv,0.241785460882,Intermediate,Group1
UnivDorm_Ciaran,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,136522.0,12683.30337,College/University,America/New_York,2005,Ciaran,UnivDorm,weather2.csv,0.240878794974,Intermediate,Group3
UnivClass_Pandora,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Classroom,,58307.0,5416.895221,College/University,America/New_York,,Pandora,UnivClass,weather4.csv,0.243471969085,Intermediate,Group5
Office_Gustavo,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Government,Gas,11.0,410.0,Office,G,242930.4591,22569.0,Other Government Buildings,Europe/London,,Gustavo,Office,weather5.csv,0.244584978365,Intermediate,Misc
UnivDorm_Alyssa,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,111304.0,10340.47551,College/University,America/Phoenix,1964,Alyssa,UnivDorm,weather0.csv,0.249356152532,High,Group1
UnivClass_Axel,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Classroom,,24586.0,2284.113158,College/University,America/Phoenix,,Axel,UnivClass,weather0.csv,0.246466225485,Intermediate,Group1
UnivDorm_Phoebe,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,128044.0,11895.67173,College/University,America/New_York,,Phoebe,UnivDorm,weather4.csv,0.247691461742,High,Group5
Office_Penny,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Office,,37485.0,3482.468955,College/University,America/New_York,,Penny,Office,weather4.csv,0.248489318404,Intermediate,Group5
Office_Garrett,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Government,Gas,5.0,46.0,Office,E,11388.2062,1058.0,Other Government Buildings,Europe/London,1754-1756,Garrett,Office,weather5.csv,0.253526588031,Intermediate,Misc
UnivLab_Terrie,2013-12-31 23:00:00,2013-01-01 00:00:00,,,Education,,,,College Laboratory,,86436.26978,8030.2,College/University,Europe/Zurich,,Terrie,UnivLab,weather8.csv,0.24574703289,Low,Misc
UnivLab_Tracy,2013-12-31 23:00:00,2013-01-01 00:00:00,,,Education,,,,College Laboratory,,64246.48993,5968.7,College/University,Europe/Zurich,,Tracy,UnivLab,weather8.csv,0.245911570478,Low,Misc
UnivClass_Phyllis,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Classroom,,13512.0,1255.305336,College/University,America/New_York,,Phyllis,UnivClass,weather4.csv,0.249241923384,Intermediate,Group5
UnivDorm_Marquis,2015-04-30 23:00:00,2014-05-01 00:00:00,56.0,,Education,,,,Dormitory,,233341.0,21678.07892,College/University,America/Chicago,,Marquis,UnivDorm,weather3.csv,0.247298772892,Intermediate,Group4
PrimClass_Jazmin,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Education,Gas,1.0,71.0,Primary/Secondary Classroom,C,11269.8033,1047.0,Primary/Secondary School,Europe/London,1967-1976,Jazmin,PrimClass,weather1.csv,0.260513268682,High,Group2
UnivClass_Seb,2015-11-30 23:00:00,2014-12-01 00:00:00,,,Education,,,,College Classroom,B,65024.7199,6041.0,College/University,Europe/London,1975,Seb,UnivClass,weather6.csv,0.251739708264,Intermediate,Group7
Office_Annika,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Office,,23392.0,2173.186976,College/University,America/Phoenix,,Annika,Office,weather0.csv,0.266494735952,Intermediate,Group1
Office_Shawnette,2015-11-30 23:00:00,2014-12-01 00:00:00,,,Education,,,,Office,C,64152.844,5960.0,College/University,Europe/London,1968,Shawnette,Office,weather6.csv,0.253267845377,Intermediate,Group7
Office_Cody,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Office,,84615.0,7860.987345,College/University,America/New_York,1963,Cody,Office,weather2.csv,0.254118790181,Intermediate,Group3
PrimClass_Jaiden,2015-11-30 23:00:00,2014-12-01 00:00:00,,Electricity,Education,Electricity,1.0,192.0,Primary/Secondary Classroom,F,8729.5229,811.0,Primary/Secondary School,Europe/London,1967-1976,Jaiden,PrimClass,weather1.csv,0.274998899903,High,Group2
Office_Charles,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Office,,187041.0,17376.67002,College/University,America/New_York,1973,Charles,Office,weather2.csv,0.256769049149,Intermediate,Group3
UnivDorm_Avery,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,86323.0,8019.665669,College/University,America/Phoenix,1956,Avery,UnivDorm,weather0.csv,0.256101027431,High,Group1
UnivLab_Taylor,2013-12-31 23:00:00,2013-01-01 00:00:00,,,Education,,,,College Laboratory,,64940.76148,6033.2,College/University,Europe/Zurich,,Taylor,UnivLab,weather8.csv,0.254002063728,Low,Misc
UnivClass_Carl,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Classroom,,180625.0,16780.60438,College/University,America/New_York,1933,Carl,UnivClass,weather2.csv,0.25787920638,Intermediate,Group3
Office_Pam,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Office,,104667.0,9723.878301,College/University,America/New_York,,Pam,Office,weather4.csv,0.259623654286,Intermediate,Group5
UnivClass_Conor,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Classroom,,4298.0,399.297094,College/University,America/New_York,,Conor,UnivClass,weather2.csv,0.260188122454,Intermediate,Group3
UnivLab_Lilly,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Education,Gas,6.0,,College Laboratory,D,38319.484,3560.0,College/University,Europe/London,1900,Lilly,UnivLab,weather5.csv,0.260335046042,Low,Group6
UnivDorm_Mauricio,2015-04-30 23:00:00,2014-05-01 00:00:00,58.0,,Education,,,,Dormitory,,153299.0,14241.937,College/University,America/Chicago,,Mauricio,UnivDorm,weather3.csv,0.260492176369,High,Group4
UnivClass_Maddison,2015-04-30 23:00:00,2014-05-01 00:00:00,,,Education,,,,College Classroom,,14185.0,1317.829055,College/University,America/Chicago,,Maddison,UnivClass,weather3.csv,0.261111586192,Intermediate,Group4
UnivClass_Annmarie,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Classroom,,137065.0,12733.7497,College/University,America/Phoenix,1964,Annmarie,UnivClass,weather0.csv,0.263014231441,Intermediate,Group1
Office_Asher,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Office,,121440.0,11282.14032,College/University,America/Phoenix,1983,Asher,Office,weather0.csv,0.263477279942,Intermediate,Group1
UnivDorm_Petar,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,35936.0,3338.562208,College/University,America/New_York,,Petar,UnivDorm,weather4.csv,0.282698199746,High,Group5
UnivClass_Stephen,2015-11-30 23:00:00,2014-12-01 00:00:00,,,Education,,,,College Classroom,B,32367.0473,3007.0,College/University,Europe/London,1938,Stephen,UnivClass,weather6.csv,0.264041082983,Intermediate,Group7
UnivClass_Serenity,2015-11-30 23:00:00,2014-12-01 00:00:00,,,Education,,,,College Classroom,D,31118.4349,2891.0,College/University,Europe/London,1994,Serenity,UnivClass,weather6.csv,0.264253976678,Intermediate,Group7
Office_Mada,2015-04-30 23:00:00,2014-05-01 00:00:00,56.0,,Education,,,,Office,,70852.0,6582.363356,College/University,America/Chicago,,Mada,Office,weather3.csv,0.26322409565,Intermediate,Group4
Office_Lillian,2015-11-30 23:00:00,2014-12-01 00:00:00,,Heat network,Education,Heat Network,12.0,,Office,F,174601.2219,16221.0,College/University,Europe/London,1960,Lillian,Office,weather5.csv,0.265437027387,Intermediate,Group6
Office_Al,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Office,,118966.0,11052.2983,College/University,America/Phoenix,1988,Al,Office,weather0.csv,0.266243324438,Intermediate,Group1
UnivLab_Preston,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Laboratory,,39558.0,3675.056874,College/University,America/New_York,,Preston,UnivLab,weather4.csv,0.26974174308,Low,Group5
Office_Clarissa,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Office,,14744.0,1369.761832,College/University,America/New_York,1910,Clarissa,Office,weather2.csv,0.273147522837,Intermediate,Group3
UnivClass_Nishka,2015-10-31 23:00:00,2014-11-01 00:00:00,,,Education,,,1370.0,College Classroom,,57964.0,5385.029492,College/University,America/Chicago,,Nishka,UnivClass,weather9.csv,0.27012585897,Intermediate,Misc
Office_Andrea,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Office,,33713.0,3132.038839,College/University,America/Phoenix,1956,Andrea,Office,weather0.csv,0.292717511898,Intermediate,Group1
UnivDorm_Mckenzie,2015-04-30 23:00:00,2014-05-01 00:00:00,49.0,,Education,,,,Dormitory,,157070.0,14592.27421,College/University,America/Chicago,,Mckenzie,UnivDorm,weather3.csv,0.273419984602,High,Group4
UnivClass_Ayanna,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Classroom,,71224.0,6616.923272,College/University,America/Phoenix,,Ayanna,UnivClass,weather0.csv,0.29780023076,Intermediate,Group1
UnivClass_Nickolas,2015-10-31 23:00:00,2014-11-01 00:00:00,,,Education,,,2417.0,College Classroom,,100310.0,9319.09993,College/University,America/Chicago,,Nickolas,UnivClass,weather9.csv,0.281067562286,Intermediate,Misc
UnivClass_Amya,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Classroom,,30596.0,2842.460188,College/University,America/Phoenix,1999,Amya,UnivClass,weather0.csv,0.289796466283,Intermediate,Group1
UnivClass_Nathaniel,2015-10-31 23:00:00,2014-11-01 00:00:00,,,Education,,,3537.0,College Classroom,,166151.0,15435.92635,College/University,America/Chicago,,Nathaniel,UnivClass,weather9.csv,0.282913745625,Intermediate,Misc
UnivDorm_Alka,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,212128.0,19707.32758,College/University,America/Phoenix,,Alka,UnivDorm,weather0.csv,0.284370475292,High,Group1
Office_Pat,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Office,,32766.0,3044.059698,College/University,America/New_York,,Pat,Office,weather4.csv,0.287462474001,Intermediate,Group5
UnivClass_Charlie,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Classroom,,91253.0,8477.677459,College/University,America/New_York,1888,Charlie,UnivClass,weather2.csv,0.284614802407,Intermediate,Group3
UnivLab_Alexis,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Laboratory,,49384.0,4587.921752,College/University,America/Phoenix,1967,Alexis,UnivLab,weather0.csv,0.291272246606,Low,Group1
UnivClass_Alexandria,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Classroom,,88486.0,8220.614858,College/University,America/Phoenix,,Alexandria,UnivClass,weather0.csv,0.300891490823,Intermediate,Group1
UnivClass_Annabella,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Classroom,,111635.0,10371.22641,College/University,America/Phoenix,1989,Annabella,UnivClass,weather0.csv,0.291742440684,Intermediate,Group1
UnivClass_Antoinette,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Classroom,,34171.0,3174.588413,College/University,America/Phoenix,,Antoinette,UnivClass,weather0.csv,0.288490057128,Intermediate,Group1
UnivDorm_Cathal,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,78438.0,7287.125514,College/University,America/New_York,2004,Cathal,UnivDorm,weather2.csv,0.290838189562,High,Group3
Office_Marianne,2015-04-30 23:00:00,2014-05-01 00:00:00,29.0,,Education,,,,Office,,99946.0,9285.283238,College/University,America/Chicago,,Marianne,Office,weather3.csv,0.28873894289,Intermediate,Group4
UnivLab_Cedric,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Laboratory,,105612.0,9811.671636,College/University,America/New_York,1967,Cedric,UnivLab,weather2.csv,0.29141640579,Low,Group3
Office_Angelo,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Office,,51732.0,4806.057996,College/University,America/Phoenix,1966,Angelo,Office,weather0.csv,0.293093512515,Intermediate,Group1
Office_Anastasia,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Office,,148101.0,13759.0272,College/University,America/Phoenix,,Anastasia,Office,weather0.csv,0.298403325639,Intermediate,Group1
Office_Marvin,2015-04-30 23:00:00,2014-05-01 00:00:00,69.0,,Education,,,,Office,,10385.0,964.797655,College/University,America/Chicago,,Marvin,Office,weather3.csv,0.298801474807,Intermediate,Group4
Office_Glenda,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Government,Gas,10.0,283.0,Office,E,60600.757,5630.0,Other Government Buildings,Europe/London,1906,Glenda,Office,weather5.csv,0.298325826662,Intermediate,Misc
UnivClass_Sylvia,2015-11-30 23:00:00,2014-12-01 00:00:00,,,Education,,,,College Classroom,D,49513.94,4600.0,College/University,Europe/London,2000,Sylvia,UnivClass,weather6.csv,0.296861384257,Intermediate,Group7
UnivLab_Susan,2015-11-30 23:00:00,2014-12-01 00:00:00,,,Education,,,,College Laboratory,D,16307.3085,1515.0,College/University,Europe/London,2007,Susan,UnivLab,weather6.csv,0.303477818467,Low,Group7
UnivClass_Peter,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Classroom,,77263.0,7177.964489,College/University,America/New_York,,Peter,UnivClass,weather4.csv,0.30404339184,Intermediate,Group5
UnivClass_Aoibhe,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Classroom,,244964.0,22757.89049,College/University,America/Phoenix,2008,Aoibhe,UnivClass,weather0.csv,0.305161585655,Intermediate,Group1
UnivClass_Ciara,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Classroom,,140488.0,13051.75666,College/University,America/New_York,1961,Ciara,UnivClass,weather2.csv,0.310580387136,Intermediate,Group3
Office_Brian,2012-12-31 23:00:00,2012-01-01 00:00:00,,,Education,,,,Office,,77055.0,7158.640665,College/University,America/Los_Angeles,1917,Brian,Office,weather7.csv,0.305523443117,Intermediate,Misc
UnivLab_Beth,2012-12-31 23:00:00,2012-01-01 00:00:00,,,Education,,,,College Laboratory,,172244.0,16001.98433,College/University,America/Los_Angeles,1963,Beth,UnivLab,weather7.csv,0.308627850881,Low,Misc
UnivClass_Anya,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Classroom,,7481.0,695.007343,College/University,America/Phoenix,1969,Anya,UnivClass,weather0.csv,0.312045116825,Intermediate,Group1
Office_Maya,2015-04-30 23:00:00,2014-05-01 00:00:00,91.0,,Education,,,,Office,,92099.0,8556.273397,College/University,America/Chicago,,Maya,Office,weather3.csv,0.310867110675,Intermediate,Group4
Office_Gisselle,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Government,Gas,9.0,1580.0,Office,E,1315596.15,122223.0,Other Government Buildings,Europe/London,11th Century onwards,Gisselle,Office,weather5.csv,0.310988421232,Intermediate,Misc
Office_Phebian,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Office,,64818.0,6021.786654,College/University,America/New_York,,Phebian,Office,weather4.csv,0.314344696487,Intermediate,Group5
Office_Matthew,2015-04-30 23:00:00,2014-05-01 00:00:00,75.0,,Education,,,,Office,,157545.0,14636.40314,College/University,America/Chicago,,Matthew,Office,weather3.csv,0.310924972083,Intermediate,Group4
UnivClass_Bob,2012-12-31 23:00:00,2012-01-01 00:00:00,,,Education,,,,College Classroom,,128540.0,11941.75162,College/University,America/Los_Angeles,1968,Bob,UnivClass,weather7.csv,0.314880350323,High,Misc
Office_Amelia,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Office,,6203.0,576.277309,College/University,America/Phoenix,1999,Amelia,Office,weather0.csv,0.330091548209,Intermediate,Group1
Office_Jan,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Government,Gas,4.0,340.0,Office,E,36220.5235,3365.0,"City, County, State",Europe/London,Post 1976,Jan,Office,weather1.csv,0.338850740633,High,Group2
UnivClass_Alicia,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Classroom,,84300.0,7831.7229,College/University,America/Phoenix,,Alicia,UnivClass,weather0.csv,0.325711719758,High,Group1
Office_Madeleine,2015-04-30 23:00:00,2014-05-01 00:00:00,,,Education,,,,Office,,57394.0,5332.074782,College/University,America/Chicago,,Madeleine,Office,weather3.csv,0.32489095216,Intermediate,Group4
Office_Angelina,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Office,,140345.0,13038.47154,College/University,America/Phoenix,,Angelina,Office,weather0.csv,0.326649391744,Intermediate,Group1
Office_Jackson,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Government,Gas,1.0,,Office,D,11442.0257,1063.0,"City, County, State",Europe/London,Post 1976,Jackson,Office,weather1.csv,0.331395367719,Intermediate,Group2
Office_Melinda,2015-04-30 23:00:00,2014-05-01 00:00:00,,,Education,,,,Office,,35829.0,3328.621587,College/University,America/Chicago,,Melinda,Office,weather3.csv,0.335082205449,Intermediate,Group4
Office_Catherine,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Office,,115288.0,10710.60106,College/University,America/New_York,1957,Catherine,Office,weather2.csv,0.330780039457,Intermediate,Group3
UnivDorm_Carter,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,65663.0,6100.289689,College/University,America/New_York,1975,Carter,UnivDorm,weather2.csv,0.328298979796,High,Group3
Office_Gloria,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Government,Gas,10.0,525.0,Office,E,117380.3295,10905.0,Other Government Buildings,Europe/London,1888-1890,Gloria,Office,weather5.csv,0.333460687255,Intermediate,Misc
UnivClass_Alexus,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Classroom,,98829.0,9181.510587,College/University,America/Phoenix,1968,Alexus,UnivClass,weather0.csv,0.331970181833,High,Group1
UnivDorm_Leann,2015-11-30 23:00:00,2014-12-01 00:00:00,,Electric,Education,Electric,8.0,,Dormitory,E,49589.2873,4607.0,College/University,Europe/London,1998,Leann,UnivDorm,weather5.csv,0.334781795173,High,Group6
UnivClass_Anne,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Classroom,,41179.0,3825.652637,College/University,America/Phoenix,,Anne,UnivClass,weather0.csv,0.344875805344,High,Group1
UnivDorm_Cornelius,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,83141.0,7724.048323,College/University,America/New_York,2006,Cornelius,UnivDorm,weather2.csv,0.335578903437,High,Group3
Office_Sinead,2015-11-30 23:00:00,2014-12-01 00:00:00,,,Education,,,,Office,D,11517.373,1070.0,College/University,Europe/London,1989,Sinead,Office,weather6.csv,0.336741949388,Intermediate,Group7
Office_Megan,2015-04-30 23:00:00,2014-05-01 00:00:00,,,Education,,,,Office,,58703.0,5453.684809,College/University,America/Chicago,,Megan,Office,weather3.csv,0.336942150686,Intermediate,Group4
UnivClass_Alfredo,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Classroom,,90903.0,8445.161409,College/University,America/Phoenix,,Alfredo,UnivClass,weather0.csv,0.348618389038,High,Group1
UnivClass_Conner,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Classroom,,99774.0,9269.303922,College/University,America/New_York,1955,Conner,UnivClass,weather2.csv,0.3409766416,High,Group3
UnivClass_Nelly,2015-10-31 23:00:00,2014-11-01 00:00:00,,,Education,,,4144.0,College Classroom,,164166.0,15251.5139,College/University,America/Chicago,,Nelly,UnivClass,weather9.csv,0.34491017834,High,Misc
UnivDorm_Alex,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,106440.0,9888.59532,College/University,America/Phoenix,1963,Alex,UnivDorm,weather0.csv,0.344770698602,High,Group1
Office_Shari,2015-11-30 23:00:00,2014-12-01 00:00:00,,,Education,,,,Office,D,11108.3448,1032.0,College/University,Europe/London,1965,Shari,Office,weather6.csv,0.344987624332,High,Group7
Office_Madisyn,2015-04-30 23:00:00,2014-05-01 00:00:00,,,Education,,,,Office,,25463.0,2365.589089,College/University,America/Chicago,,Madisyn,Office,weather3.csv,0.356538120092,High,Group4
Office_Natasha,2015-10-31 23:00:00,2014-11-01 00:00:00,,,Education,,,2740.0,Office,,112178.0,10421.67273,College/University,America/Chicago,,Natasha,Office,weather9.csv,0.35244837112,High,Misc
UnivClass_Calvin,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Classroom,,9111.0,846.439233,College/University,America/New_York,1958,Calvin,UnivClass,weather2.csv,0.357061995731,High,Group3
Office_Jude,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Government,Gas,5.0,1122.0,Office,F,270033.9593,25087.0,"City, County, State",Europe/London,Post 1976,Jude,Office,weather1.csv,0.379315269122,High,Group2
UnivLab_Aniya,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Laboratory,,71421.0,6635.225163,College/University,America/Phoenix,,Aniya,UnivLab,weather0.csv,0.362701960277,Low,Group1
UnivDorm_Alphonso,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,60086.0,5582.169658,College/University,America/Phoenix,2001,Alphonso,UnivDorm,weather0.csv,0.360519763754,High,Group1
Office_Angelica,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Office,,83660.0,7772.26498,College/University,America/Phoenix,1973,Angelica,Office,weather0.csv,0.361901973238,High,Group1
Office_Morgan,2015-04-30 23:00:00,2014-05-01 00:00:00,,,Education,,,,Office,,20444.0,1899.308932,College/University,America/Chicago,,Morgan,Office,weather3.csv,0.360193336958,High,Group4
